"S"	""
895	971
896	971
1051	971
13	971
1052	971
733	971
3947	971
3948	971
5604	971
3949	971
3950	971
5605	971
3951	971
5608	971
5609	971
5610	971
5612	971
3952	971
58	971
79	971
82	971
83	971
1596	971
1597	971
897	971
898	971
59	971
581	971
305	971
306	971
19	971
21	971
148	971
4	971
1498	971
22	971
23	971
107	971
86	971
87	971
88	971
89	971
215	971
216	971
217	971
245	971
1	971
706	971
86	971
743	971
744	971
745	971
746	971
1	971
1	971
1600	971
1601	971
1602	971
11	971
5616	971
5618	971
5619	971
1246	971
1248	971
1249	971
3958	971
1374	971
1375	971
1500	971
1376	971
108	971
864	971
233	971
1054	971
1055	971
1056	971
22	971
1250	971
5620	971
5621	971
1251	971
1252	971
5623	971
3959	971
3961	971
3962	971
3963	971
155	971
247	971
249	971
250	971
251	971
1057	971
1058	971
1059	971
1377	971
5626	971
5627	971
11	1143
1	1143
10	1143
1603	1143
1605	1143
1	1143
2	1143
307	1143
10	1143
252	1143
1061	1143
1063	1143
353	1143
5629	1143
704	1143
164	1143
4	1143
3	1143
4	1143
253	1143
5	1143
4	1143
12	1143
1064	1143
3	1143
5	1143
11	1143
5631	1143
5634	1143
5635	1143
5638	1143
356	1143
357	1143
5640	1143
3964	1143
3965	1143
358	1143
2	1143
3	1143
31	1143
63	1143
2	1143
2	1143
3	1143
5	1143
6	1143
6	1143
150	1143
254	1143
7	1143
255	1143
5641	1143
3968	1143
362	1143
707	1143
5	1143
1608	1143
1609	1143
902	1143
903	1143
27	1143
28	1143
29	1143
498	1143
500	1143
501	1143
502	1143
1503	1143
3971	1143
3973	1143
3975	1143
219	1143
220	1143
137	1143
1610	1143
10	1143
582	1143
1253	1143
221	1143
222	1143
1254	1143
223	1143
224	1143
1068	1143
225	1143
1069	1143
228	1143
5643	1143
5644	1143
2	1143
5645	1143
1378	1143
5649	1143
648	1143
1379	1143
1504	1143
1380	1143
650	1143
3976	1143
3977	1143
3978	1143
651	1143
652	1143
3983	1143
653	1143
1508	1143
365	1143
366	1143
1510	1143
1511	1143
1512	1143
1	1143
382	1143
2	1143
102	1143
103	1143
104	1143
383	1143
70	1143
73	1143
74	1143
50	1143
584	1143
585	1143
9	1143
229	1143
230	1143
1257	1143
12	1143
5653	1143
5654	1143
5655	1143
5656	1143
5657	1143
1381	1143
877	1143
1383	1143
878	1143
879	1143
1384	1143
3985	1143
3986	1143
3988	1143
3989	1143
3990	1143
654	1143
655	1143
656	1143
1513	1143
1515	1143
659	1143
1518	1143
1519	1143
1	1143
1522	1143
1523	1143
1613	1143
3	1143
4	1143
5	1143
6	1143
64	1143
256	1143
258	1143
259	1143
5659	1143
5660	1143
3992	1143
3995	1143
233	1143
65	1143
109	1143
752	1143
753	1143
754	1143
92	1143
93	1143
362	1143
363	1143
365	1143
904	991
906	991
562	991
563	991
94	991
95	991
367	991
371	991
372	991
234	991
907	991
908	991
151	991
8	991
5664	991
5665	991
5666	991
5667	991
5668	991
5669	991
883	991
6	991
38	991
11	991
25	991
26	991
1	991
12	991
14	991
17	991
88	991
909	991
910	991
911	991
1071	991
1072	991
1073	991
5670	991
5671	991
5672	991
5673	991
885	991
47	991
48	991
661	991
708	991
710	991
712	991
713	991
714	991
715	991
716	991
717	991
720	991
866	991
867	991
868	991
51	991
261	991
1075	991
1077	991
588	991
589	991
5676	991
5677	991
5678	991
3999	991
235	991
167	991
869	991
870	991
871	991
872	991
873	991
721	991
723	991
724	991
725	991
728	991
730	991
731	991
380	991
382	991
383	991
385	991
386	991
387	991
236	991
152	991
12	991
912	991
913	991
1260	991
5683	991
5685	991
5686	991
5687	991
5688	991
4000	991
4001	991
4002	991
4003	991
4004	991
4005	991
39	991
42	991
43	991
1	991
238	991
240	991
755	991
756	991
44	991
244	991
874	991
875	991
732	991
735	991
565	991
1078	991
1264	991
263	991
265	991
309	991
310	991
5690	991
5691	991
4006	991
4007	991
4009	991
758	991
759	991
246	991
876	991
877	991
878	991
879	991
880	991
247	991
736	991
566	991
1615	991
1616	991
1079	991
1080	991
1081	991
915	991
4011	991
4012	991
4014	991
4015	991
4016	991
67	991
760	991
389	991
390	991
391	991
392	991
393	991
394	991
396	991
398	991
402	991
404	991
405	991
1	998
1	998
1082	998
28	998
5695	998
112	998
6	998
762	998
763	998
407	998
408	998
412	998
414	998
417	998
372	998
420	998
421	998
422	998
1617	998
1618	998
569	998
312	998
5697	998
5699	998
5701	998
5702	998
5703	998
266	998
153	998
31	998
313	998
1084	998
32	998
34	998
35	998
36	998
37	998
38	998
6	998
5707	998
4018	998
18	998
764	998
765	998
88	998
428	998
430	998
431	998
433	998
434	998
435	998
436	998
442	998
444	998
446	998
570	998
237	998
916	998
917	998
5708	998
5709	998
886	998
452	998
267	998
590	998
268	998
1621	998
1623	998
1085	998
5717	998
5719	998
1088	998
4020	998
4021	998
4022	998
4023	998
1265	998
1266	998
1269	998
666	998
881	998
882	998
883	998
884	998
885	998
886	998
887	998
154	998
156	998
1	998
33	998
34	998
5723	998
5724	998
5725	998
5726	998
5727	998
4024	998
4025	998
4026	998
919	998
1393	998
1394	998
1396	998
1397	998
2	998
5728	998
921	998
5730	998
4028	998
4029	998
29	1103
30	1103
48	1103
49	1103
50	1103
51	1103
52	1103
53	1103
55	1103
56	1103
505	1103
506	1103
5732	1103
20	1103
7	1103
8	1103
22	1103
459	1103
460	1103
739	1103
463	1103
464	1103
465	1103
467	1103
470	1103
5	1103
53	1103
60	1103
61	1103
2	1103
30	1103
62	1103
65	1103
67	1103
68	1103
922	1103
923	1103
5735	1103
5738	1103
5740	1103
24	1103
116	1103
25	1103
376	1103
1626	1103
1627	1103
157	1103
72	1103
1089	1103
76	1103
1090	1103
238	1103
5743	1103
5744	1103
270	1103
271	1103
2	1103
5749	1103
5750	1103
11	1103
33	1103
9	1103
1399	1103
473	1103
475	1103
476	1103
477	1103
483	1103
484	1103
377	1103
7	1103
8	1103
9	1103
2	1103
315	1103
1091	1103
81	1103
82	1103
87	1103
88	1103
89	1103
272	1103
35	1103
1273	1103
1274	1103
1275	1103
490	1103
495	1103
496	1103
241	1103
571	1103
507	1103
39	1103
1401	1103
1630	1103
1631	1103
1092	1103
158	1103
274	1103
4030	1103
4031	1103
4032	1103
4033	1103
4034	1103
4035	1103
4036	1103
5753	1103
378	1103
379	1103
740	1103
741	1103
11	1103
1633	1103
1634	1103
1635	1103
317	1103
4037	1103
4038	1103
4039	1103
4040	1103
4042	1103
4043	1103
1636	1103
5758	1103
68	1103
69	1103
712	1103
1529	1103
1407	1103
252	1103
502	1103
504	1103
380	1103
506	1103
508	1103
511	1103
46	1103
3	1120
1637	1120
92	1120
93	1120
94	1120
95	1120
96	1120
275	1120
5760	1120
70	1120
91	1120
888	1120
889	1120
94	1120
96	1120
1409	1120
515	1120
516	1120
518	1120
519	1120
520	1120
743	1120
744	1120
521	1120
522	1120
523	1120
524	1120
531	1120
534	1120
535	1120
536	1120
1095	1120
1096	1120
4044	1120
4045	1120
4046	1120
118	1120
4047	1120
5762	1120
8	1120
5763	1120
5765	1120
2	1120
383	1120
27	1120
28	1120
1412	1120
537	1120
538	1120
542	1120
544	1120
546	1120
549	1120
551	1120
552	1120
559	1120
560	1120
566	1120
567	1120
570	1120
571	1120
574	1120
1641	1120
7	1120
1097	1120
1642	1120
924	1120
4048	1120
36	1120
8	1120
5770	1120
12	1120
384	1120
584	1120
585	1120
592	1120
593	1120
925	1120
98	1120
4052	1120
4054	1120
4056	1120
5771	1120
594	1120
595	1120
597	1120
598	1120
159	1120
160	1120
599	1120
600	1120
602	1120
604	1120
605	1120
606	1120
160	1120
926	1120
1098	1120
4058	1120
4059	1120
4061	1120
4062	1120
4063	1120
4064	1120
5773	1120
5776	1120
4066	1120
4067	1120
5778	1120
5780	1120
1	1120
714	1120
508	1120
1646	1120
1099	1120
328	1120
37	1120
928	1120
929	1120
1100	1120
387	1120
297	1120
4068	1120
4069	1120
5782	1120
5785	1120
5787	1120
4071	1120
4072	1120
5789	1120
5790	1120
2	1120
3	1120
4073	1120
107	1120
162	1120
59	1120
99	1120
100	1120
101	1120
102	1120
1	1120
2	1120
3	1120
4	1120
5	1120
103	1120
38	1120
104	1120
5792	1120
105	1120
253	1120
610	1120
616	1120
617	1120
618	1120
623	1120
628	1120
629	1120
634	1120
1647	1063
107	1063
108	1063
6	1063
576	1063
121	1063
3	1063
5794	1063
5795	1063
5796	1063
162	1063
120	1063
635	1063
636	1063
638	1063
640	1063
7	1063
17	1063
7	1063
1649	1063
1650	1063
110	1063
1651	1063
111	1063
280	1063
112	1063
113	1063
114	1063
281	1063
577	1063
10	1063
34	1063
5797	1063
5800	1063
32	1063
5	1063
99	1063
100	1063
642	1063
643	1063
644	1063
648	1063
652	1063
653	1063
655	1063
656	1063
657	1063
1	1063
1	1063
9	1063
5804	1063
13	1063
22	1063
284	1063
285	1063
579	1063
36	1063
12	1063
4082	1063
4083	1063
167	1063
386	1063
662	1063
663	1063
664	1063
666	1063
672	1063
673	1063
81	1063
390	1063
391	1063
392	1063
511	1063
242	1063
1	1063
243	1063
2	1063
3	1063
4	1063
5	1063
4085	1063
4086	1063
5809	1063
5810	1063
5811	1063
168	1063
1277	1063
896	1063
898	1063
329	1063
244	1063
286	1063
140	1063
142	1063
287	1063
1	1063
288	1063
23	1063
512	1063
513	1063
40	1063
246	1063
247	1063
248	1063
1279	1063
4092	1063
4094	1063
5813	1063
4095	1063
5815	1063
5816	1063
899	1063
900	1063
18	1063
115	1063
116	1063
1654	1063
143	1063
1655	1063
1656	1063
394	1063
1105	1063
71	1063
4096	1063
4097	1063
4098	1063
5818	1063
5819	1063
49	1063
683	1063
7	1063
254	1063
688	1063
5	1063
7	1124
933	1124
117	1124
118	1124
119	1124
123	1124
124	1124
6	1124
7	1124
10	1124
4	1124
4104	1124
4106	1124
5823	1124
770	1124
771	1124
100	1124
694	1124
695	1124
698	1124
699	1124
705	1124
709	1124
711	1124
714	1124
716	1124
1	1124
239	1124
1659	1124
1660	1124
250	1124
1661	1124
295	1124
395	1124
72	1124
4108	1124
4111	1124
717	1124
4113	1124
5826	1124
5827	1124
5829	1124
5830	1124
5831	1124
669	1124
670	1124
101	1124
103	1124
724	1124
727	1124
728	1124
729	1124
733	1124
736	1124
739	1124
82	1124
61	1124
1	1124
1	1124
35	1124
36	1124
4119	1124
5832	1124
5833	1124
38	1124
1531	1124
1532	1124
672	1124
104	1124
744	1124
747	1124
750	1124
754	1124
758	1124
895	1124
896	1124
897	1124
759	1124
769	1124
772	1124
774	1124
775	1124
83	1124
1662	1124
582	1124
1663	1124
1664	1124
298	1124
335	1124
336	1124
123	1124
2	1124
4121	1124
4122	1124
4123	1124
5834	1124
4126	1124
1533	1124
1535	1124
781	1124
782	1124
788	1124
790	1124
792	1124
793	1124
794	1124
796	1124
799	1124
801	1124
62	1124
300	1124
387	1124
4	1124
44	1124
45	1124
46	1124
11	1124
719	1124
5836	1124
4130	1124
4131	1124
772	1124
773	1124
10	1124
902	1124
1284	1124
747	1124
1668	1124
101	1124
40	1124
4133	1124
4134	1124
4135	1124
4136	1124
4137	1124
4139	1124
108	1124
1540	1124
1542	1124
1543	1124
904	1124
1285	1124
1286	1124
1287	1124
1288	1124
261	1124
20	1124
21	1124
242	1124
124	1124
126	1124
5	1124
1114	1124
125	1124
5843	1124
5846	1124
396	1124
397	1124
1545	1124
1546	1124
40	1124
243	1003
339	1003
340	1003
255	1003
256	1003
257	1003
5848	1003
4141	1003
4142	1003
5849	1003
5850	1003
4144	1003
108	1003
805	1003
807	1003
811	1003
813	1003
814	1003
815	1003
819	1003
823	1003
825	1003
84	1003
244	1003
57	1003
58	1003
1671	1003
937	1003
938	1003
939	1003
13	1003
1	1003
38	1003
5854	1003
9	1003
4147	1003
4148	1003
4149	1003
778	1003
779	1003
14	1003
830	1003
831	1003
834	1003
840	1003
841	1003
341	1003
59	1003
49	1003
1672	1003
4155	1003
5862	1003
5864	1003
4156	1003
5865	1003
5866	1003
843	1003
586	1003
1118	1003
1675	1003
402	1003
5871	1003
5872	1003
263	1003
264	1003
844	1003
845	1003
852	1003
855	1003
858	1003
861	1003
865	1003
866	1003
1679	1003
403	1003
15	1003
1289	1003
1290	1003
4158	1003
4161	1003
4162	1003
17	1003
781	1003
1294	1003
1120	1003
721	1003
4164	1003
5878	1003
4165	1003
5881	1003
5883	1003
5886	1003
1417	1003
909	1003
910	1003
1419	1003
748	1003
247	1003
16	1003
588	1003
4168	1003
4169	1003
5890	1003
868	1003
874	1003
875	1003
877	1003
878	1003
880	1003
51	1003
52	1003
53	1003
342	952
343	952
78	952
6	952
7	952
407	952
9	952
10	952
13	952
1	952
4171	952
4172	952
5893	952
5894	952
5895	952
11	952
883	952
888	952
900	952
902	952
904	952
906	952
907	952
54	952
22	952
1684	952
1685	952
1687	952
1	952
1122	952
9	952
39	952
15	952
16	952
8	952
4174	952
4175	952
4176	952
5898	952
5899	952
783	952
123	952
1420	952
1421	952
913	952
124	952
125	952
127	952
128	952
55	952
303	952
17	952
5907	952
5908	952
131	952
250	952
304	952
306	952
1123	952
1124	952
17	952
18	952
19	952
5910	952
5911	952
5913	952
785	952
673	952
1	952
133	952
134	952
135	952
899	952
3	952
55	952
56	952
944	952
2	952
5	952
591	952
5	952
592	952
4181	952
4182	952
4183	952
4184	952
4185	952
5923	952
1298	952
675	952
1550	952
677	952
1552	952
1553	952
1554	952
678	952
1422	952
1	952
1	952
251	952
1688	952
1689	952
1690	952
1691	952
1126	952
60	952
1300	952
1301	952
4186	952
4187	952
5926	952
5927	952
4191	952
914	952
915	952
916	952
12	952
751	952
7	952
18	952
4	952
946	952
57	952
169	952
170	952
130	952
10	952
4192	952
5932	952
5933	952
4196	952
919	952
40	952
270	952
911	952
912	952
913	952
915	952
916	952
754	952
917	952
920	952
1692	928
1693	928
309	928
7	928
311	928
40	928
60	928
23	928
4197	928
4200	928
4201	928
947	928
113	928
788	928
789	928
1555	928
138	928
142	928
143	928
144	928
145	928
41	928
61	928
62	928
131	928
409	928
26	928
28	928
80	928
4202	928
23	928
5940	928
5941	928
5942	928
109	928
150	928
14	928
272	928
273	928
314	928
29	928
5	928
25	928
5945	928
5946	928
5947	928
5950	928
921	928
52	928
53	928
315	928
316	928
30	928
31	928
1130	928
32	928
33	928
5953	928
5955	928
5956	928
5957	928
948	928
1694	928
1695	928
1696	928
1697	928
949	928
319	928
320	928
132	928
4205	928
4207	928
1305	928
920	928
921	928
9	928
1	928
171	928
172	928
173	928
174	928
43	928
4210	928
4211	928
19	928
4212	928
4213	928
5961	928
5962	928
5963	928
525	928
164	928
165	928
1	928
321	928
322	928
20	928
345	928
1135	928
4214	928
5964	928
5967	928
5970	928
41	928
42	928
44	928
156	928
16	928
1	787
3	787
1	787
726	787
74	787
75	787
729	787
5973	787
790	787
791	787
5974	787
5978	787
15	787
6	787
325	787
20	787
592	787
347	787
348	787
2	787
351	787
5981	787
5982	787
526	787
527	787
528	787
757	787
952	787
953	787
8	787
1308	787
1309	787
47	787
5986	787
5987	787
5990	787
793	787
7	787
21	787
133	787
1311	787
4220	787
4221	787
5993	787
1431	787
17	787
1140	787
5998	787
1315	787
1316	787
1	787
1	787
6	787
20	787
21	787
4222	787
4223	787
24	787
6004	787
926	787
927	787
1143	787
955	787
23	787
2	787
930	787
2	662
332	662
6014	662
6015	662
6017	662
680	662
11	662
12	662
4226	662
4227	662
4228	662
4229	662
4231	662
599	662
361	662
362	662
364	662
1557	662
5	662
21	662
593	662
6022	662
6023	662
6026	662
1559	662
957	662
7	662
254	662
1146	662
1322	662
1323	662
4235	662
4237	662
6028	662
6030	662
931	662
1698	662
334	662
7	662
24	662
8	662
1325	662
19	662
336	662
9	662
281	662
6034	662
6035	662
6036	662
282	662
338	629
82	629
368	629
4239	629
6038	629
339	629
176	629
13	629
1149	629
1150	629
13	629
14	629
4242	629
594	629
595	629
735	629
684	629
687	629
135	629
14	629
4245	629
596	629
284	629
15	629
8	629
372	629
145	629
6042	629
6043	629
6044	629
936	629
42	629
10	629
64	629
597	629
736	629
17	629
6046	629
6048	629
6049	629
1326	629
1327	629
84	629
85	629
762	629
766	629
768	629
771	629
961	629
84	629
962	629
25	629
4251	629
6051	629
6052	629
1336	629
86	629
773	629
775	629
776	629
4253	629
4254	629
802	629
23	629
67	543
4256	543
4261	543
803	543
6057	543
345	543
346	543
348	543
349	543
27	543
351	543
4262	543
94	543
1	543
1701	543
178	543
353	543
375	543
4269	543
2	543
4271	543
4274	543
6066	543
939	543
26	543
964	543
965	543
376	543
377	543
602	543
6069	543
6071	543
27	543
9	543
117	543
380	543
1	543
603	543
146	543
805	543
31	543
1340	543
1341	543
6075	543
6076	543
945	543
5	543
6081	543
6082	543
280	543
1	543
783	543
786	543
967	543
34	543
35	543
1159	543
6085	543
543	543
357	491
32	491
33	491
37	491
605	491
4284	491
4285	491
4286	491
4287	491
4288	491
4290	491
6088	491
6090	491
20	491
689	491
544	491
545	491
2	491
35	491
40	491
41	491
42	491
161	491
4291	491
4293	491
6092	491
948	491
137	491
22	491
37	491
1161	491
113	491
6095	491
6096	491
1563	491
39	491
49	491
44	491
20	491
6098	491
953	491
4300	491
4301	491
4302	491
4303	491
13	491
14	491
6103	491
6105	491
5	491
606	491
6107	491
255	491
1165	491
4304	491
4305	491
256	442
1167	442
1168	442
1169	442
4306	442
4307	442
4308	442
4309	442
4310	442
4311	442
257	442
183	442
1708	442
6115	442
1	442
6119	442
2	442
258	442
817	442
6121	442
612	442
121	442
124	442
1171	442
745	442
6124	442
6125	442
6126	442
6130	442
961	442
3	442
364	442
1172	442
4315	442
4317	442
4318	442
4319	442
147	442
6132	442
37	442
4	442
39	442
1174	377
4321	377
4322	377
6138	377
962	377
963	377
6143	377
6144	377
1711	377
6145	377
6146	377
366	377
1178	377
1179	377
185	377
186	377
188	377
970	377
4325	377
825	377
1350	377
6151	377
6153	377
965	377
1352	377
1182	377
747	377
7	377
4326	377
4327	377
6157	377
6159	377
42	377
548	377
10	377
3	377
12	377
13	377
14	377
6160	377
6161	377
970	377
971	377
18	285
1713	285
1714	285
19	285
2	285
20	285
21	285
369	285
6162	285
5	285
394	285
261	285
175	285
23	285
972	285
389	285
6165	285
6169	285
6171	285
262	285
1569	285
27	285
28	285
4329	285
371	285
31	285
34	285
3	285
4330	285
372	285
975	230
6182	230
6189	230
6190	230
979	230
1189	230
4333	230
4334	230
1365	230
4337	230
6199	230
6200	230
6201	230
6203	230
172	230
173	230
1	230
6204	230
6207	180
4338	180
4339	180
1451	180
51	180
1369	180
4345	180
6222	180
6223	180
6225	180
6228	180
1190	180
1191	180
1	177
608	177
294	177
37	177
379	177
4350	177
401	177
4353	177
192	177
393	177
6240	177
979	177
757	177
4358	183
1723	183
6246	183
6247	183
151	183
52	183
6251	183
54	183
56	183
57	183
4361	183
4365	183
1377	183
1378	183
4368	183
4371	142
6255	142
6260	142
6262	142
263	142
6265	142
760	142
1726	142
4375	142
264	142
1379	142
298	142
395	142
6268	142
6269	142
996	142
6272	142
609	149
610	149
902	149
1581	149
392	149
393	149
4376	149
59	149
60	149
4377	149
395	149
4379	149
37	149
396	142
6287	142
4383	142
398	142
4388	142
397	142
398	142
6291	142
23	142
989	142
61	142
63	142
4394	142
1729	142
4395	142
4396	142
6297	142
1004	113
6299	113
6300	113
6304	113
181	101
4	101
4	101
403	101
6306	101
6309	101
6310	81
6311	81
6312	81
6314	81
4412	81
4414	81
4417	81
6318	81
6319	59
6321	59
6322	59
1007	59
1008	59
6327	59
6328	59
990	59
6333	68
418	68
4423	68
4424	68
1010	68
6336	68
6337	68
1199	68
6339	87
1200	87
301	87
6344	87
6345	87
72	87
1011	87
992	87
4426	87
4427	87
6348	87
6350	87
4428	87
4430	100
4431	100
4433	100
6353	100
419	100
76	100
49	100
4434	100
4435	100
77	100
78	100
80	100
4437	100
6354	100
6355	100
82	100
6357	100
1452	100
83	100
4440	100
613	100
1013	100
4441	100
84	100
85	100
6363	100
6364	100
6365	100
6366	100
86	100
87	100
90	100
4442	100
1201	15
402	15
6371	15
92	73
1584	73
6373	73
6374	73
4443	73
94	73
95	73
51	73
6377	73
993	73
6379	73
905	73
6380	73
6381	71
4446	71
4448	71
6382	71
4450	71
6383	71
6384	71
1586	71
6386	71
96	71
98	71
994	71
6390	71
4451	66
4452	66
6393	66
4454	66
4455	66
4456	66
4457	66
1202	66
6394	66
1015	66
4460	66
4461	66
4462	66
4463	66
4464	66
6396	66
6398	66
404	66
995	66
765	66
766	66
996	66
997	66
998	66
999	66
1	66
2	66
3	66
4465	66
4467	90
4468	90
6400	90
1203	90
52	90
6403	90
6406	113
4470	113
4471	113
4472	113
4473	113
4475	113
6410	113
2	113
6411	113
6412	113
4476	113
843	113
4	113
100	113
101	113
6415	113
112	113
1459	113
1	113
1204	113
1000	113
113	113
614	113
6416	113
6417	113
4477	113
4478	97
407	97
408	97
4479	97
4482	97
6422	97
6424	97
1206	97
1207	97
615	97
6426	97
6427	97
1002	97
1734	97
105	97
1003	97
106	97
107	97
108	97
109	97
6429	97
616	97
4486	97
6432	265
4487	265
4488	265
4489	265
6437	265
4492	265
304	265
6438	265
6440	265
110	265
111	265
112	265
1004	265
1005	265
6442	265
6444	265
6446	265
6447	265
6448	265
1209	265
17	265
617	265
1006	265
54	265
55	265
1210	265
4499	265
411	265
4502	265
4503	265
4504	265
6449	265
6450	265
767	265
6451	301
6452	301
6453	301
6454	301
6456	301
1736	301
1737	301
402	301
4506	301
4508	301
1211	301
1212	301
107	301
1007	301
1008	301
403	301
4509	301
4510	301
6458	301
185	301
618	301
619	301
620	301
1214	301
1009	301
113	301
114	301
404	301
4511	301
4512	301
115	301
56	301
116	301
186	301
6460	301
6461	301
6462	301
6463	301
6464	301
1215	301
1011	301
1013	301
1461	301
406	301
1020	301
118	301
187	301
119	301
120	301
121	301
6465	301
6466	301
6467	301
6468	301
6469	301
6470	301
6471	301
906	301
909	301
1016	301
1462	301
1464	301
1738	301
4513	301
406	301
4514	301
4515	301
6475	301
6477	301
6478	301
4517	230
4518	230
4520	230
4521	230
1742	230
6482	230
1019	230
1020	230
4522	230
4524	230
6486	230
6488	230
6489	230
6490	230
6492	230
742	230
1387	230
6495	230
743	230
4526	230
4527	230
6497	230
23	230
6498	230
6500	230
6501	230
6502	375
6504	375
6505	375
6506	375
4528	375
73	375
1216	375
4530	375
4532	375
122	375
74	375
6508	375
6510	375
1389	375
744	375
123	375
1217	375
1745	375
125	375
126	375
128	375
4534	375
4535	375
4536	375
4537	375
189	375
6512	375
6513	375
6514	375
6515	375
6516	375
746	375
1023	375
1391	375
1465	375
4538	375
4540	375
6518	375
4	375
6519	375
1	375
6520	375
423	375
4541	429
26	429
6522	429
6523	429
6525	429
424	429
6526	429
6527	429
6528	429
1603	429
773	429
91	429
24	429
38	429
1748	429
4542	429
418	429
39	429
4543	429
4545	429
4546	429
4547	429
4548	429
6530	429
42	429
110	429
1218	429
1219	429
623	429
4549	429
6531	429
6532	429
1025	429
625	429
1	429
4550	429
92	429
4551	429
844	429
1749	429
1751	429
44	429
5	429
129	429
14	429
75	429
6533	429
18	429
6534	429
6535	429
6536	429
6538	429
19	429
6539	429
1396	429
1397	429
747	429
130	429
131	429
132	429
1220	429
1398	429
420	429
77	429
1	429
1026	429
1027	429
1028	429
6542	429
1399	429
311	429
57	429
1029	429
1030	429
1031	429
1032	429
748	429
749	429
750	429
751	429
127	429
4554	429
6544	429
6545	429
6549	429
6550	429
25	429
47	429
31	429
20	429
21	429
6551	429
4557	429
4558	429
6552	429
6554	429
6555	429
6556	429
303	429
304	429
305	429
6557	429
6558	429
1	429
1026	602
1	602
2	602
621	602
3	602
24	602
4	602
30	602
6	602
7	602
1221	602
6559	602
753	602
6561	602
6562	602
6563	602
6564	602
1	602
1	602
2	602
422	602
6	602
25	602
629	602
630	602
424	602
33	602
310	602
311	602
6568	602
6569	602
6572	602
1223	602
143	602
1	602
3	602
26	602
78	602
79	602
1	602
1	602
140	602
312	602
6574	602
6579	602
1038	602
755	602
174	602
34	602
27	602
266	602
28	602
3	602
58	602
1225	602
6582	602
6585	602
757	602
6586	602
6587	602
1039	602
1041	602
1042	602
1043	602
133	602
134	602
130	602
131	602
1	602
48	602
49	602
29	602
1	602
1030	602
622	602
623	602
6590	602
6591	602
6592	602
1044	602
1045	602
1046	602
777	602
10	602
6	602
30	602
4	602
52	602
6	602
1	602
426	602
28	602
427	602
313	602
315	602
1227	602
267	602
6593	602
6595	602
6596	602
7	602
9	602
428	602
631	602
316	602
911	602
113	602
429	602
6601	602
142	602
5	602
8	602
758	602
759	602
760	602
1	717
1	717
1	717
8	717
7	717
22	717
23	717
317	717
318	717
431	717
34	717
1	717
6605	717
6606	717
6607	717
6609	717
132	717
1	717
2	717
2	717
321	717
322	717
1	717
6611	717
6612	717
6614	717
6615	717
434	717
3	717
3	717
761	717
763	717
35	717
323	717
436	717
6618	717
6619	717
6620	717
24	717
114	717
115	717
11	717
12	717
7	717
2	717
437	717
10	717
36	717
1401	717
10	717
2	717
3	717
1048	717
1049	717
6621	717
6623	717
25	717
6627	717
1	717
2	717
23	717
2	717
778	717
84	717
2	717
1605	717
6629	717
6630	717
324	717
1	717
55	717
1	717
765	717
4	717
5	717
2	717
3	717
325	717
326	717
327	717
6632	717
6633	717
6635	717
6636	717
6637	717
767	717
769	717
770	717
2	777
1	777
7	777
1	777
37	777
3	777
634	777
35	777
1231	777
328	777
329	777
2	777
4	777
6638	777
6639	777
6640	777
6642	777
6644	777
2	777
1032	777
2	777
3	777
38	777
13	777
1	777
81	777
6646	777
144	777
1033	777
1	777
441	777
442	777
56	777
635	777
1	777
772	777
773	777
6	777
8	777
1	777
1608	777
6651	777
6652	777
1232	777
1	777
145	777
39	777
14	777
135	777
137	777
443	777
41	777
2	777
1	777
330	777
912	777
332	777
333	777
549	777
550	777
1050	777
1052	777
1053	777
1054	777
1055	777
6653	777
6654	777
6655	777
6656	777
6657	777
6658	777
322	777
56	777
146	777
147	777
777	777
1402	777
3	777
6	777
4	777
43	777
24	777
2	777
6	777
7	777
62	777
63	777
64	777
1	777
913	777
914	777
916	777
9	777
447	777
334	777
335	777
1057	777
1058	777
1059	777
1	777
6661	777
6662	777
551	777
3	777
44	777
4	777
1	777
4	777
779	777
3	777
4	777
8	777
1	777
6663	777
6665	777
114	777
1610	777
780	777
1	777
1	777
46	777
3	777
4	777
47	777
3	777
10	777
3	777
5	777
2	777
6668	777
6670	777
6671	777
552	777
1611	777
779	777
1	777
92	777
175	777
11	941
3	941
48	941
1	941
49	941
7	941
450	941
451	941
452	941
453	941
454	941
336	941
409	941
85	941
338	941
6675	941
6677	941
6678	941
553	941
1	941
14	941
1	941
93	941
3	941
1	941
410	941
1	941
6	941
637	941
16	941
455	941
456	941
1	941
50	941
51	941
339	941
340	941
639	941
341	941
6679	941
6680	941
6682	941
848	941
324	941
58	941
15	941
59	941
2	941
2	941
1	941
1	941
457	941
1	941
458	941
66	941
1	941
8	941
82	941
52	941
342	941
6685	941
6687	941
1063	941
1064	941
6688	941
1	941
176	941
1404	941
625	941
53	941
15	941
1	941
138	941
459	941
460	941
7	941
2	941
30	941
31	941
8	941
345	941
462	941
640	941
641	941
348	941
148	941
1	941
1235	941
1	941
21	941
6691	941
6692	941
6693	941
1066	941
1067	941
1068	941
1069	941
4	941
1	941
149	941
784	941
786	941
787	941
1	941
1	941
118	941
26	941
54	941
18	941
2	941
349	941
67	941
68	941
69	941
70	941
2	941
351	941
6695	941
4	941
1070	941
1071	941
1072	941
6696	941
849	941
850	941
851	941
555	941
94	941
177	941
1406	941
17	941
783	941
18	941
27	941
55	941
643	941
626	941
1	941
8	941
3	941
692	941
693	941
6701	941
6702	941
6703	941
6704	941
