"S"	""
20	1006
21	1006
7	1006
8	1006
64	1006
265	1006
9	1006
68	1006
34	1006
35	1006
74	1006
105	1006
78	1006
79	1006
37	1006
75	1006
36	1006
37	1006
8	1006
50	1006
25	1006
25	1006
39	1006
182	1006
40	1006
69	1006
51	1006
162	1006
38	1006
5	1006
143	1006
144	1006
185	1006
3	1006
4	1006
80	1006
186	1006
76	1006
55	1006
1	1006
108	806
109	806
65	806
267	806
268	806
81	806
269	806
83	806
270	806
149	806
4	806
30	806
66	806
165	806
166	806
9	806
48	806
124	806
41	806
110	806
111	806
22	806
112	806
24	806
53	806
271	806
187	806
272	806
167	806
146	806
30	806
31	806
113	806
56	806
273	806
114	806
96	806
97	806
24	806
125	806
126	806
67	806
274	806
77	806
117	806
43	806
45	806
99	806
100	806
58	806
70	806
127	806
128	806
129	806
56	806
89	806
90	806
41	891
78	891
6	891
150	891
151	891
117	891
118	891
49	891
51	891
52	891
10	891
169	891
152	891
26	891
131	891
1	891
2	891
3	891
4	891
42	891
11	891
12	891
13	891
278	891
26	891
122	891
43	891
67	891
59	891
45	891
60	891
120	891
153	891
189	891
190	891
147	891
153	891
154	891
155	891
91	891
280	891
170	891
84	891
171	891
172	891
191	891
174	891
61	891
120	891
46	891
156	891
1	891
2	891
91	891
92	891
85	891
102	891
93	891
94	891
86	891
7	891
192	891
6	891
7	891
5	891
14	891
104	891
122	891
123	891
124	891
159	891
160	891
161	891
25	891
62	891
122	891
123	891
284	891
124	891
5	891
6	891
50	891
57	891
26	891
94	891
8	978
175	978
176	978
124	978
96	978
87	978
88	978
286	978
154	978
1	978
132	978
29	978
95	978
27	978
193	978
125	978
126	978
105	978
288	978
2	978
8	978
20	978
21	978
194	978
6	978
195	978
150	978
151	978
152	978
30	978
96	978
290	978
66	978
3	978
7	978
9	978
13	978
9	978
7	978
8	978
26	978
291	978
292	978
45	978
70	978
71	978
46	978
46	978
126	978
128	978
31	978
27	978
7	978
47	978
10	978
8	978
129	978
130	978
131	978
28	978
29	978
48	978
132	978
28	978
295	978
127	978
30	978
100	978
101	978
125	978
110	978
72	978
196	978
70	978
53	978
24	978
185	971
186	971
17	971
211	971
156	971
158	971
159	971
160	971
161	971
135	971
136	971
54	971
162	971
73	971
74	971
128	971
1	971
111	971
1	971
1	971
1	971
1	971
2	971
2	971
2	971
3	971
4	971
5	971
5	971
7	971
8	971
6	971
6	971
9	971
8	971
9	971
10	971
71	971
49	971
49	971
1	971
151	971
152	971
29	971
89	971
2	971
14	971
51	971
72	971
9	971
9	971
10	971
112	971
301	971
129	971
76	971
137	971
164	971
56	971
166	971
98	971
99	971
32	971
115	971
199	971
72	971
302	971
57	971
101	971
1	971
212	971
116	971
1	971
189	971
190	971
1	971
117	971
303	971
126	971
127	971
162	971
156	971
11	971
138	971
102	971
103	971
104	971
105	971
138	1143
193	1143
106	1143
11	1143
74	1143
75	1143
76	1143
305	1143
52	1143
139	1143
140	1143
141	1143
142	1143
53	1143
157	1143
158	1143
201	1143
78	1143
130	1143
118	1143
29	1143
30	1143
103	1143
154	1143
119	1143
90	1143
33	1143
196	1143
197	1143
205	1143
160	1143
106	1143
18	1143
1	1143
79	1143
80	1143
306	1143
22	1143
104	1143
164	1143
140	1143
2	991
213	991
307	991
1	991
81	991
82	991
106	991
31	991
52	991
142	991
11	991
74	991
108	991
79	991
308	991
309	991
83	991
107	991
50	991
9	991
166	991
11	991
143	991
28	991
144	991
310	991
131	991
80	991
81	991
51	991
311	991
313	991
32	991
31	991
52	991
132	991
147	991
79	991
124	991
125	991
82	991
163	991
155	991
148	991
91	991
84	991
314	991
85	991
315	991
58	991
133	991
134	991
316	991
317	991
318	991
92	991
200	991
110	991
111	991
130	998
80	998
135	998
86	998
320	998
87	998
321	998
208	998
88	998
202	998
322	998
3	998
4	998
165	998
156	998
136	998
2	998
87	998
157	998
12	998
149	998
150	998
151	998
131	998
323	998
167	998
209	998
59	998
5	998
111	998
112	998
113	998
114	998
115	998
116	998
109	1103
89	1103
89	1103
169	1103
170	1103
171	1103
204	1103
13	1103
90	1103
112	1103
30	1103
324	1103
91	1103
92	1103
92	1103
93	1103
54	1103
94	1103
1	1103
31	1103
137	1103
325	1103
110	1103
166	1103
167	1103
169	1103
158	1103
159	1103
54	1103
11	1103
111	1103
170	1103
210	1103
211	1103
212	1103
10	1103
129	1103
130	1103
326	1103
328	1103
329	1103
131	1103
83	1103
173	1103
95	1103
174	1103
213	1103
214	1103
215	1103
114	1103
119	1103
122	1103
123	1103
153	1120
154	1120
32	1120
138	1120
331	1120
175	1120
84	1120
112	1120
206	1120
176	1120
53	1120
20	1120
144	1120
59	1120
126	1120
1	1120
33	1120
56	1120
113	1120
155	1120
132	1120
133	1120
1	1120
171	1120
172	1120
32	1120
34	1120
36	1120
139	1120
31	1120
140	1120
127	1120
1	1120
173	1120
174	1120
3	1120
37	1120
95	1120
94	1120
35	1120
114	1120
56	1120
115	1120
15	1120
131	1120
57	1120
58	1120
59	1120
178	1120
61	1120
218	1120
146	1120
6	1120
1	1063
332	1063
115	1063
12	1063
208	1063
209	1063
60	1063
61	1063
12	1063
1	1063
96	1063
36	1063
334	1063
335	1063
32	1063
3	1063
2	1063
58	1063
54	1063
34	1063
62	1063
100	1063
101	1063
59	1063
35	1063
97	1063
27	1063
338	1063
50	1063
63	1063
51	1063
211	1063
136	1063
175	1063
60	1063
31	1063
32	1063
339	1063
116	1063
34	1063
341	1063
13	1063
14	1063
1	1063
143	1063
36	1063
1	1063
99	1063
40	1063
117	1063
132	1063
26	1063
137	1124
12	1124
64	1124
100	1124
56	1124
12	1124
66	1124
3	1124
4	1124
5	1124
35	1124
144	1124
342	1124
213	1124
214	1124
5	1124
6	1124
7	1124
167	1124
133	1124
134	1124
1	1124
4	1124
37	1124
162	1124
68	1124
61	1124
177	1124
62	1124
171	1124
14	1124
135	1124
136	1124
160	1124
161	1124
1	1124
35	1124
103	1124
145	1124
101	1124
344	1124
345	1124
215	1124
77	1124
2	1124
7	1124
8	1124
3	1124
4	1124
5	1124
10	1124
11	1124
9	1124
10	1124
12	1124
13	1124
1	1124
1	1124
12	1124
348	1124
2	1124
66	1124
217	1124
7	1124
8	1124
218	1124
216	1124
217	1124
63	1124
14	1124
176	1124
1	1124
2	1124
1	1124
38	1124
3	1124
120	1124
146	1124
121	1124
181	1124
219	1124
9	1124
220	1124
221	1124
222	1124
23	1124
142	1124
144	1124
145	1124
1	1003
349	1003
184	1003
60	1003
225	1003
350	1003
42	1003
43	1003
33	1003
39	1003
3	1003
147	1003
87	1003
33	1003
45	1003
148	1003
165	1003
351	1003
46	1003
1	1003
163	1003
2	1003
13	1003
137	1003
6	1003
139	1003
224	1003
227	1003
229	1003
16	1003
146	1003
52	1003
124	1003
125	1003
167	1003
225	1003
78	1003
230	1003
104	1003
21	1003
5	1003
62	1003
178	1003
7	1003
147	1003
149	1003
150	1003
151	1003
127	952
186	952
152	952
62	952
9	952
5	952
14	952
15	952
23	952
96	952
65	952
153	952
17	952
18	952
17	952
79	952
231	952
232	952
24	952
141	952
141	952
97	952
24	952
179	952
15	952
152	952
35	952
164	952
229	952
19	952
16	952
36	952
165	952
357	952
58	952
154	952
16	952
70	952
71	952
47	952
80	952
8	952
26	952
146	952
110	952
187	952
235	952
359	952
180	952
179	952
19	952
40	928
41	928
142	928
143	928
144	928
59	928
72	928
111	928
112	928
188	928
182	928
10	928
11	928
13	928
157	928
76	928
150	928
19	928
22	928
98	928
151	928
360	928
22	928
25	928
29	928
237	928
99	928
129	928
362	928
66	928
145	928
20	928
18	928
19	928
166	928
167	928
5	928
64	928
21	928
22	928
160	928
100	928
101	928
43	928
105	928
363	928
130	928
148	928
79	928
65	928
152	928
169	928
364	928
184	928
48	928
161	928
39	928
32	928
153	928
149	928
189	928
190	928
1	928
59	928
149	928
117	928
1	928
44	787
154	787
15	787
366	787
106	787
151	787
156	787
2	787
67	787
6	787
170	787
26	787
82	787
151	787
152	787
157	787
82	787
23	787
153	787
25	787
26	787
239	787
240	787
232	787
367	787
241	787
103	787
61	787
113	787
233	787
185	787
27	787
29	787
30	787
2	787
107	787
368	787
194	787
25	787
187	787
49	787
156	787
157	787
155	787
108	787
132	787
171	787
2	787
83	787
63	787
68	787
69	787
70	787
154	787
155	787
156	787
63	787
23	787
173	787
162	787
156	787
133	787
105	787
188	787
158	787
83	787
109	662
110	662
235	662
236	662
237	662
198	662
165	662
134	662
157	662
161	662
238	662
11	662
371	662
111	662
107	662
241	662
242	662
243	662
189	662
190	662
162	662
163	662
64	662
168	662
65	662
8	662
9	662
373	662
223	662
245	662
246	662
165	662
167	662
177	662
178	662
90	662
108	662
224	662
248	662
249	662
250	662
251	662
166	662
68	662
111	662
252	662
192	662
137	662
158	662
91	662
377	662
201	662
378	662
256	662
168	662
171	662
172	662
35	629
14	629
36	629
14	629
40	629
193	629
173	629
12	629
168	629
50	629
112	629
52	629
53	629
160	629
170	629
380	629
381	629
171	629
112	629
60	629
194	629
175	629
196	629
37	629
141	629
38	629
195	629
172	629
173	629
70	629
258	629
383	629
206	629
208	629
68	629
70	629
162	629
86	629
114	629
143	543
68	543
69	543
38	543
94	543
113	543
230	543
231	543
196	543
74	543
186	543
188	543
41	543
163	543
24	543
26	543
115	543
42	543
43	543
197	543
116	543
177	543
209	543
144	543
386	543
387	543
114	491
210	491
161	491
234	491
176	491
235	491
7	491
2	491
39	491
116	491
40	491
71	491
72	491
118	491
75	491
118	491
46	491
47	491
54	491
48	491
1	491
76	491
77	491
49	491
51	491
61	491
214	442
55	442
99	442
6	442
237	442
167	442
244	442
101	442
40	442
41	442
3	442
28	442
29	442
31	442
2	442
6	442
178	442
3	442
20	442
120	442
239	442
121	442
245	442
203	442
392	442
196	442
197	442
58	442
246	442
247	442
204	442
117	442
89	442
216	442
218	442
220	377
12	377
394	377
164	377
56	377
396	377
199	377
57	377
104	377
178	377
397	377
44	377
165	285
399	285
400	285
206	285
207	285
148	285
149	230
254	230
170	230
402	230
43	230
82	230
238	230
403	180
61	180
121	180
44	180
6	180
7	180
404	180
207	180
123	180
169	180
109	180
37	177
171	177
127	177
410	177
8	177
411	177
16	177
172	177
113	183
128	183
415	183
18	183
88	142
174	142
211	142
416	142
19	142
121	142
180	149
420	149
421	149
259	149
94	149
424	142
425	142
21	142
426	142
428	113
44	113
98	113
135	113
136	113
24	113
433	101
255	101
176	101
435	101
257	101
131	101
28	101
132	101
259	101
260	101
133	101
439	81
248	81
250	81
7	59
31	68
134	68
440	68
441	68
442	68
266	68
443	87
33	87
444	87
11	87
12	87
137	100
178	100
447	100
138	100
37	100
38	100
41	100
42	100
43	100
53	100
137	15
448	15
269	73
449	73
450	73
120	73
14	73
451	71
271	71
46	71
15	71
139	90
140	90
273	113
453	113
454	113
141	113
455	113
456	113
139	113
49	113
457	113
51	113
269	113
56	113
270	113
271	113
57	265
53	265
275	265
16	265
142	265
12	265
55	265
143	265
38	265
122	265
458	265
276	265
277	265
278	265
123	265
56	265
144	265
145	265
17	265
181	265
69	265
275	265
182	265
183	265
124	265
213	301
459	301
156	301
157	301
279	301
13	301
280	301
48	301
57	301
59	301
460	230
60	230
45	230
277	230
278	230
60	230
461	230
50	230
92	230
93	230
281	230
146	230
99	230
46	230
61	230
140	230
94	230
282	230
126	230
462	230
123	230
61	230
18	230
19	375
283	375
284	375
185	375
142	375
463	375
464	375
128	375
129	375
148	375
149	375
285	375
465	375
20	375
27	375
160	375
161	375
466	375
87	375
467	375
150	375
15	375
151	375
152	375
153	375
70	375
124	375
100	375
101	375
284	375
15	375
64	375
163	375
285	375
65	375
67	375
1	375
177	375
214	375
215	375
468	375
286	429
287	429
469	429
20	429
69	429
70	429
471	429
289	429
290	429
291	429
265	429
267	429
1	602
292	602
286	602
287	602
473	602
474	602
144	602
187	602
3	602
295	602
217	602
218	602
296	602
95	602
298	602
74	602
5	602
476	602
188	602
477	602
169	602
165	602
130	602
131	602
132	602
181	602
288	602
289	602
88	602
290	602
291	602
66	602
1	602
189	602
157	602
299	602
301	602
478	602
479	717
46	717
122	717
147	717
148	717
133	717
480	717
220	717
481	717
106	717
482	717
134	717
77	717
78	717
294	717
135	717
253	717
14	717
483	717
182	717
167	717
169	717
183	717
19	717
107	717
484	717
139	717
158	717
302	717
140	717
83	717
16	717
123	717
124	717
185	717
186	717
187	717
254	717
71	717
485	777
21	777
171	777
170	777
171	777
172	777
295	777
145	777
146	777
303	777
174	777
96	777
25	777
486	777
149	777
2	777
108	777
297	777
189	777
307	777
13	777
488	777
97	777
86	777
87	777
88	777
1	777
20	777
109	941
493	941
224	941
494	941
150	941
299	941
300	941
89	941
226	941
227	941
269	941
301	941
175	941
1	941
496	941
1	941
161	941
302	941
304	941
306	941
1	941
308	941
148	941
497	941
151	941
255	941
256	941
258	941
259	941
498	941
310	941
90	941
499	941
176	941
315	941
149	941
1	941
2	941
14	941
3	941
5	941
500	941
91	941
179	941
150	941
16	941
17	941
316	941
317	941
91	941
92	941
1	941
2	941
4	941
5	941
151	941
270	941
271	941
272	941
1	941
273	941
22	941
214	941
215	941
53	941
177	941
502	941
94	941
503	941
231	941
232	941
126	941
128	941
26	941
1	1006
113	1006
70	1006
71	1006
72	1006
153	1006
234	1006
1	1006
16	1006
504	1006
235	1006
1	1006
175	1006
176	1006
153	1006
129	1006
1	1006
1	1006
1	1006
130	1006
1	1006
8	1006
9	1006
54	1006
17	1006
2	1006
505	1006
47	1006
236	1006
2	1006
3	1006
4	1006
507	1006
74	1006
75	1006
6	1006
319	1006
114	1006
154	1006
98	1006
162	1006
71	1006
63	1006
48	1006
49	1006
6	1006
7	1006
8	1006
509	1006
510	1006
1	1006
1	1006
1	1006
68	1006
69	1006
76	1006
155	1006
132	1006
157	1006
133	1006
1	1006
1	1006
1	1006
67	1006
22	1006
72	1006
7	1006
4	1006
180	1006
5	1006
181	1006
263	1006
264	1006
17	1006
1	1006
323	1006
324	1006
97	1006
72	1006
16	1006
74	1006
1	1006
77	1006
100	1006
72	1006
217	1006
1	1006
1	1006
1	1006
101	1006
2	1006
3	1006
511	1006
1	1006
15	1006
1	806
4	806
512	806
9	806
10	806
11	806
12	806
13	806
8	806
9	806
155	806
1	806
156	806
513	806
181	806
2	806
3	806
11	806
12	806
27	806
514	806
104	806
10	806
1	806
16	806
17	806
18	806
1	806
134	806
9	806
135	806
1	806
2	806
165	806
30	806
105	806
183	806
218	806
3	806
99	806
14	806
19	806
20	806
21	806
22	806
10	806
11	806
12	806
13	806
119	806
71	806
1	806
14	806
15	806
16	806
17	806
18	806
19	806
20	806
21	806
8	806
4	806
5	806
6	806
7	806
8	806
9	806
10	806
11	806
12	806
4	806
5	806
166	806
220	806
6	806
23	806
106	806
72	806
68	806
516	806
120	806
3	806
1	806
136	806
191	806
192	806
167	806
23	806
6	806
24	806
25	806
8	806
94	806
28	806
7	806
8	806
158	806
125	806
9	806
9	891
327	891
28	891
29	891
18	891
519	891
520	891
169	891
170	891
50	891
241	891
193	891
8	891
242	891
243	891
121	891
100	891
122	891
521	891
522	891
24	891
177	891
25	891
244	891
245	891
31	891
32	891
178	891
524	891
332	891
101	891
126	891
22	891
23	891
24	891
25	891
26	891
27	891
28	891
75	891
76	891
194	891
7	891
333	891
334	891
526	891
160	891
335	891
221	891
222	891
29	891
19	891
15	891
1	891
195	891
196	891
195	891
158	891
138	891
159	891
73	891
172	891
173	891
110	891
312	891
78	891
79	891
127	891
179	891
180	891
181	891
179	891
180	891
198	891
265	891
199	891
200	891
78	891
139	891
3	891
266	891
267	891
313	891
10	891
11	891
1	891
19	891
175	891
186	891
177	891
185	891
35	891
36	891
27	891
37	891
38	891
247	891
80	891
81	891
82	891
315	891
529	891
212	891
213	891
178	891
73	891
4	891
248	978
249	978
186	978
201	978
188	978
182	978
189	978
191	978
337	978
96	978
316	978
192	978
338	978
224	978
225	978
531	978
5	978
532	978
533	978
534	978
187	978
268	978
188	978
189	978
274	978
183	978
84	978
275	978
535	978
339	978
271	978
272	978
273	978
275	978
276	978
74	978
1	978
161	978
161	978
112	978
277	978
1	978
124	978
140	978
202	978
317	978
278	978
279	978
318	978
191	978
113	978
226	978
162	978
6	978
215	978
114	978
115	978
182	978
1	978
163	978
1	978
1	978
1	978
1	978
1	978
1	978
1	978
2	978
3	978
3	978
2	978
2	978
2	978
2	978
4	978
4	978
5	978
6	978
3	978
163	978
217	978
10	978
11	978
192	978
12	978
539	971
250	971
251	971
64	971
28	971
29	971
183	971
1	971
1	971
1	971
1	971
2	971
3	971
2	971
5	971
5	971
4	971
6	971
4	971
6	971
7	971
6	971
7	971
7	971
5	971
8	971
5	971
6	971
141	971
181	971
1	971
196	971
165	971
277	971
2	971
185	971
127	971
253	971
186	971
187	971
166	971
254	971
97	971
182	971
128	971
78	971
74	971
28	971
14	971
15	971
260	971
65	971
129	971
130	971
116	971
117	971
184	971
164	971
342	971
102	971
343	971
165	971
166	971
118	971
193	971
1	971
20	971
131	971
29	971
167	1143
346	1143
183	1143
184	1143
79	1143
143	1143
13	1143
14	1143
180	1143
181	1143
168	1143
169	1143
170	1143
171	1143
321	1143
1	1143
186	1143
132	1143
4	1143
1	1143
5	1143
75	1143
280	1143
281	1143
282	1143
283	1143
129	1143
545	1143
347	1143
46	1143
350	1143
1	1143
76	1143
185	1143
6	1143
80	1143
7	1143
203	1143
119	1143
29	1143
30	1143
172	1143
204	1143
205	1143
352	1143
173	1143
1	1143
144	1143
354	1143
17	1143
20	1143
278	1143
234	1143
32	1143
47	1143
170	1143
81	1143
2	1143
15	1143
16	1143
4	1143
547	1143
190	1143
16	1143
323	1143
145	1143
98	1143
1	1143
2	1143
3	1143
146	1143
16	1143
194	1143
64	1143
195	1143
281	1143
188	1143
189	1143
17	1143
192	991
18	991
1	991
548	991
1	991
1	991
19	991
82	991
130	991
30	991
193	991
262	991
549	991
172	991
21	991
22	991
3	991
49	991
4	991
50	991
120	991
121	991
19	991
83	991
2	991
2	991
1	991
2	991
84	991
31	991
1	991
2	991
5	991
8	991
2	991
21	991
8	991
6	991
356	991
358	991
175	991
18	991
4	991
190	991
2	991
32	991
3	991
207	991
208	991
324	991
176	991
85	991
173	991
551	991
552	991
553	991
554	991
147	991
31	991
148	991
32	991
35	991
19	991
177	991
191	991
18	991
33	991
7	991
67	991
326	991
178	991
328	991
197	991
179	991
19	991
9	998
10	998
86	998
363	998
70	998
196	998
20	998
21	998
22	998
23	998
180	998
87	998
1	998
555	998
195	998
196	998
556	998
102	998
557	998
17	998
24	998
65	998
236	998
3	998
1	998
1	998
89	998
174	998
1	998
558	998
104	998
2	998
4	998
5	998
6	998
238	998
72	998
18	998
17	998
22	998
24	998
240	998
23	998
3	998
197	998
198	998
364	998
560	998
562	998
365	998
366	998
265	998
266	998
330	998
331	998
197	998
132	998
198	998
563	998
181	998
73	998
199	998
75	998
36	998
133	998
31	998
18	998
69	998
70	998
71	998
19	998
284	998
77	998
37	998
123	998
20	998
124	998
125	998
59	998
78	998
79	998
80	998
198	998
285	998
286	998
287	998
30	998
31	998
30	998
60	998
80	998
81	998
82	998
186	998
8	998
210	998
211	998
35	998
103	998
285	998
286	998
287	998
289	998
38	998
187	998
188	998
1	998
19	998
9	998
564	998
333	998
72	998
185	998
186	998
127	998
82	998
61	998
200	1103
201	1103
269	1103
200	1103
32	1103
369	1103
33	1103
202	1103
20	1103
128	1103
242	1103
290	1103
34	1103
1	1103
175	1103
176	1103
35	1103
93	1103
566	1103
10	1103
271	1103
272	1103
370	1103
371	1103
11	1103
34	1103
200	1103
135	1103
567	1103
35	1103
36	1103
37	1103
335	1103
187	1103
188	1103
273	1103
189	1103
201	1103
293	1103
78	1103
94	1103
568	1103
22	1103
32	1103
106	1103
136	1103
374	1103
274	1103
375	1103
275	1103
276	1103
137	1103
277	1103
37	1103
38	1103
83	1103
132	1103
133	1103
192	1103
193	1103
62	1103
190	1103
336	1103
337	1103
569	1103
220	1103
203	1103
39	1103
571	1103
278	1103
279	1103
204	1103
205	1103
107	1103
76	1103
63	1103
7	1103
72	1103
572	1103
1	1103
178	1103
179	1103
52	1103
573	1103
378	1103
138	1103
379	1103
23	1103
290	1103
338	1103
339	1103
291	1103
380	1103
293	1103
39	1103
383	1103
199	1103
200	1103
20	1103
66	1103
384	1103
190	1103
295	1103
297	1103
83	1103
84	1103
24	1103
25	1103
64	1103
16	1103
280	1103
281	1103
282	1103
55	1103
283	1103
40	1103
201	1103
202	1103
95	1120
80	1120
207	1120
180	1120
284	1120
208	1120
57	1120
385	1120
41	1120
42	1120
43	1120
139	1120
44	1120
45	1120
46	1120
194	1120
74	1120
75	1120
76	1120
77	1120
1	1120
1	1120
96	1120
10	1120
11	1120
34	1120
67	1120
1	1120
288	1120
576	1120
23	1120
36	1120
37	1120
4	1120
340	1120
386	1120
58	1120
341	1120
289	1120
140	1120
12	1120
224	1120
60	1120
13	1120
108	1120
33	1120
290	1120
142	1120
143	1120
578	1120
209	1120
20	1120
387	1120
343	1120
24	1120
136	1120
191	1120
1	1120
1	1120
70	1120
212	1120
581	1120
25	1120
294	1120
295	1120
296	1120
297	1120
298	1120
299	1120
300	1120
301	1120
41	1120
137	1120
15	1120
16	1120
17	1120
18	1120
43	1120
44	1120
291	1120
582	1120
344	1120
345	1120
346	1120
243	1120
244	1120
34	1120
35	1120
292	1063
293	1063
61	1063
153	1063
38	1063
39	1063
40	1063
41	1063
193	1063
36	1063
37	1063
32	1063
142	1063
143	1063
84	1063
205	1063
206	1063
85	1063
585	1063
302	1063
304	1063
2	1063
210	1063
211	1063
212	1063
391	1063
194	1063
183	1063
184	1063
196	1063
144	1063
145	1063
28	1063
29	1063
2	1063
5	1063
99	1063
42	1063
43	1063
44	1063
349	1063
350	1063
351	1063
38	1063
39	1063
40	1063
108	1063
45	1063
46	1063
352	1063
588	1063
393	1063
226	1063
197	1063
303	1063
3	1063
185	1063
186	1063
214	1063
589	1063
215	1063
77	1063
216	1063
590	1063
394	1063
395	1063
198	1063
34	1063
35	1063
1	1063
2	1063
1	1063
2	1063
1	1063
47	1063
591	1063
48	1063
31	1063
49	1063
25	1063
26	1063
27	1063
12	1063
146	1063
229	1063
304	1063
306	1063
307	1063
308	1063
354	1063
230	1063
32	1063
196	1063
6	1063
87	1063
197	1063
148	1063
88	1063
89	1063
36	1063
245	1063
204	1063
90	1063
41	1063
200	1063
86	1063
87	1063
88	1063
149	1063
6	1063
188	1063
189	1063
190	1063
6	1063
87	1063
88	1063
396	1063
397	1063
398	1063
109	1063
206	1063
207	1063
42	1063
43	1063
202	1063
305	1124
306	1124
207	1124
595	1124
202	1124
111	1124
150	1124
598	1124
600	1124
356	1124
147	1124
148	1124
89	1124
90	1124
204	1124
307	1124
601	1124
192	1124
20	1124
91	1124
308	1124
309	1124
203	1124
310	1124
208	1124
249	1124
112	1124
232	1124
111	1124
1	1124
2	1124
602	1124
209	1124
210	1124
30	1124
312	1124
357	1124
358	1124
18	1124
360	1124
362	1124
250	1124
93	1124
4	1124
209	1124
210	1124
206	1124
8	1124
103	1124
104	1124
105	1124
217	1124
604	1124
204	1124
216	1124
198	1124
607	1124
199	1124
153	1124
50	1124
51	1124
53	1124
73	1124
5	1124
7	1124
78	1124
218	1124
94	1124
54	1124
107	1124
31	1124
32	1124
219	1124
154	1124
608	1124
400	1124
401	1124
18	1124
309	1124
311	1124
314	1124
402	1124
403	1124
201	1124
34	1124
154	1124
94	1124
95	1124
212	1124
113	1124
89	1124
22	1124
23	1124
313	1124
314	1124
149	1124
205	1124
108	1124
364	1124
366	1124
368	1124
369	1124
370	1124
55	1124
93	1124
38	1124
202	1124
96	1124
305	1124
47	1124
48	1124
49	1124
50	1124
51	1124
52	1124
155	1124
10	1003
315	1003
109	1003
1	1003
2	1003
3	1003
4	1003
5	1003
47	1003
48	1003
49	1003
611	1003
1	1003
1	1003
110	1003
2	1003
613	1003
206	1003
44	1003
94	1003
220	1003
316	1003
317	1003
221	1003
95	1003
54	1003
404	1003
252	1003
253	1003
254	1003
156	1003
158	1003
160	1003
65	1003
11	1003
12	1003
614	1003
615	1003
97	1003
371	1003
372	1003
374	1003
203	1003
205	1003
25	1003
308	1003
114	1003
27	1003
66	1003
16	1003
111	1003
112	1003
11	1003
12	1003
198	1003
199	1003
79	1003
616	1003
206	1003
200	1003
5	1003
13	1003
207	1003
69	1003
375	1003
376	1003
377	1003
379	1003
162	1003
617	1003
13	1003
618	1003
207	1003
224	1003
50	1003
225	1003
38	1003
157	1003
407	1003
309	1003
11	1003
12	1003
1	1003
1	1003
619	1003
114	1003
620	1003
56	1003
56	1003
74	1003
99	1003
207	1003
226	1003
40	1003
39	1003
40	1003
408	1003
409	1003
45	1003
36	1003
97	1003
215	1003
311	1003
312	1003
91	1003
92	1003
115	1003
117	1003
319	1003
118	1003
215	1003
163	1003
150	1003
621	1003
100	1003
101	1003
13	1003
119	952
120	952
57	952
58	952
59	952
204	952
205	952
206	952
208	952
46	952
47	952
167	952
411	952
413	952
314	952
315	952
